,Departamento,Year,Month,Rain_month,Temp_month,Humi_month,Day_primary,Day_secondary,Rain_day_prim,Temp_day_prim,Humi_day_prim,Rain_day_sec,Temp_day_sec,Humi_day_sec,Rain_day_avg,Temp_day_avg,Humi_day_avg
38,AMAZONAS,2011,1,,26.019347719835096,88.90794126397212,1,24,,27.573913043478264,82.0,,26.43,87.45,,27.00195652173913,84.725
39,AMAZONAS,2011,2,,26.35915164463955,88.14306008305826,2,23,,26.55,88.16666666666667,,24.995652173913044,94.69565217391305,,25.77282608695652,91.43115942028986
40,AMAZONAS,2011,3,,26.12122542819745,89.40452490903697,3,22,,26.49166666666667,87.16666666666667,,26.47916666666666,89.0,,26.485416666666666,88.08333333333334
41,AMAZONAS,2011,4,,26.23668480413685,89.92917151050143,4,21,,26.87391304347825,85.34782608695652,,27.73333333333333,84.91666666666667,,27.30362318840579,85.1322463768116
42,AMAZONAS,2011,5,,25.54756447410762,92.01005390244705,5,20,,27.27916666666667,83.5,,26.95833333333333,87.95833333333333,,27.11875,85.72916666666666
43,AMAZONAS,2011,6,,25.322536192259303,91.96339721173817,6,19,,25.258333333333336,91.375,,26.325000000000003,89.04166666666667,,25.79166666666667,90.20833333333334
44,AMAZONAS,2011,7,,25.547474343832395,89.39629835728603,7,18,,25.990909090909096,87.0909090909091,,26.634782608695648,85.52173913043478,,26.312845849802372,86.30632411067194
45,AMAZONAS,2011,8,,26.12578413872243,84.92936163882868,8,17,,25.183333333333326,92.41666666666669,,24.2,95.66666666666669,,24.691666666666663,94.04166666666669
46,AMAZONAS,2011,9,,26.012838915470496,88.30023099993066,9,16,,25.97083333333333,89.66666666666667,,25.26086956521739,92.08695652173913,,25.61585144927536,90.8768115942029
47,AMAZONAS,2011,11,,27.475996376811594,87.26440648723258,11,14,,26.59130434782609,85.21739130434783,,25.117391304347823,92.63636363636364,,25.854347826086958,88.92687747035573
48,AMAZONAS,2011,12,,8.17633322509426,91.53325846971119,12,13,,24.8875,92.33333333333331,,26.639130434782604,87.82608695652173,,25.763315217391302,90.07971014492753
