Departamento,year,month,agg_ValorObservado
ANTIOQUIA,2019,7,72.32183358079223
ANTIOQUIA,2019,8,66.57299707980316
ANTIOQUIA,2019,9,70.4747697472911
ANTIOQUIA,2019,10,79.51416429018484
ANTIOQUIA,2019,11,79.1484313630296
ANTIOQUIA,2019,12,77.9592859664515
ANTIOQUIA,2020,1,69.96120229412331
ANTIOQUIA,2020,2,68.54560287182433
ANTIOQUIA,2020,3,70.91143894640174
ANTIOQUIA,2020,4,76.0643833422754
ANTIOQUIA,2020,5,75.65197569791316
ANTIOQUIA,2020,6,78.02931079393687
ANTIOQUIA,2020,7,77.3580391057286
ANTIOQUIA,2020,8,73.71613433856704
ANTIOQUIA,2020,9,77.42406807600631
ANTIOQUIA,2020,10,79.29355030118965
ANTIOQUIA,2020,11,79.91852138716543
ANTIOQUIA,2020,12,77.59453844801797
ANTIOQUIA,2021,1,71.54475966197657
ANTIOQUIA,2021,2,73.68604941756035
ANTIOQUIA,2021,3,78.33845624159551
ANTIOQUIA,2021,4,79.02991035414627
ANTIOQUIA,2021,5,84.23949213341704
ANTIOQUIA,2021,6,83.03442579779683
ANTIOQUIA,2021,7,74.1487062593334
ANTIOQUIA,2021,8,77.78016040683606
ANTIOQUIA,2021,9,77.74524307391509
ANTIOQUIA,2021,10,82.40360805532885
ANTIOQUIA,2021,11,77.72850595013689
ANTIOQUIA,2021,12,80.48629964338501
ANTIOQUIA,2022,1,76.17350969621212
ANTIOQUIA,2022,2,73.12987958426893
ANTIOQUIA,2022,3,78.4
ANTIOQUIA,2022,4,74.12228241230156
ANTIOQUIA,2022,5,73.52712632417155
ANTIOQUIA,2022,6,73.36304400115395
ANTIOQUIA,2022,7,72.65566619795956
ANTIOQUIA,2022,8,76.25764771921455
ANTIOQUIA,2022,9,81.42455055310414
ANTIOQUIA,2022,10,79.85950067556489
ANTIOQUIA,2022,11,79.77639634531813
ANTIOQUIA,2022,12,80.27429988491545
